month,tag,heat,content
12,34,4313.4,拿起诉当求爱这是骚扰不要美化近日一则新闻在网络上引发热议孙先生在某书店遇到一个女孩便一见钟情但没有要联系方式非常后悔于是每天来书店等已经将近天这期间全靠借钱生活日男子来到法院欲起诉该女子来寻人但法院不建议他起诉起诉也将不予受理他说不行再想别的办
12,35,1485.5,考研加油加油漫漫考研路那些天不亮就起床占座深夜中默默走回宿舍的日子只有经历过的人才会懂拼搏过就不后悔奔赴考场便是胜者一路走来你吃过的苦终将变成人生的礼物将来的你必将会感激曾经那个拼命的自己以梦为马不负韶华小伙伴们考研加油
12,36,1507.2,厉害了这本魔法书可画画弹琴做实验成都信息工程大学计算机学院一团队研发互动魔法书用科技魔法让一张普通牛皮纸拥有了生命这本魔法书是一款将普通马克笔与等手势感应器相结合的新媒体光影艺术交互装置小伙伴快看过来
12,37,551.3000000000001,拒绝车窗抛物从你我做起
12,38,918.1999999999999,暖心班主任母亲病故学生自编歌曲安慰他近日河南鹤壁工业中专级高考班的学生们给陪伴他们年的班主任过了一个难忘的集体生日他们改编歌曲全班合唱了一首献给班主任的歌班主任很激动他说孩子们长大了会体贴人了
12,39,785.9000000000001,痛心科研工作不易希望每位科研工作者都能平安
12,40,367.40000000000003,快递小哥团团的暖心包来了活动开始啦在线递询精准递援冬日递暖团团递语团团联合国家邮政局给快递小哥送上暖心包你想对快递小哥说什么
12,41,2880.6,逆转韩将六冠柯洁刷新历史在日结束的三星杯世界围棋公开赛三番棋决赛决胜局中中国棋手九段执白再胜韩国名将安国铉从而以逆转对手夺冠这是柯洁职业生涯迄今赢得的第个世界冠军头衔他也因此超越韩国石佛李昌镐成为围棋历史上最年轻的六冠王
12,42,11314.4,十八大以来五年间我国有五千多万人摆脱贫困农村贫困人口每年都减少一千万人目前的标准根据联合国年千年发展目标报告显示中国对全球减贫的贡献率超过
12,43,444.2,特朗普将正式通知国会终止北美自由贸易协定美国总统特朗普日前表示他很快就会正式通知国会将终止北美自由贸易协定并敦促国会批准他与墨西哥和加拿大两国首脑签署的美国墨西哥加拿大协定据悉旧版北美自由贸易协定由美加墨三国签署年月正
12,44,1281.1,学生帮老人垫付车费老人给他元他却急哭了近日山东淄博一老人乘公交时没带零钱小学生沈敬尧帮老人刷了卡老人要给他元被他拒绝沈敬尧下车时老人把钱从车上扔给他回家后孩子哭着把事情告诉父母他说钱也是老人辛苦赚的一定要还给他
12,45,483.9,不减税不降费国务院金融委官宣与事实相反
12,46,304.2,这一年我们更加明白美好的向往都需要自己努力人生的幸福都源自亲手的打拼
12,47,425.5,冷冷冷冷空气又来了局地降温以上中央气象台预计今明两天华北东北黄淮江淮及华南等地的气温将下降其中黑龙江中部和东南部吉林东南部山西北部等地的部分地区降温幅度可达局地以上降温幅度不小记得出门多穿点
12,48,2125.2000000000003,请记住他两弹一星元勋中唯一的烈士郭永怀年月日郭永怀带着一份绝密资料乘飞机从青海基地赶往北京途中飞机不幸坠毁他与警卫员小牟紧紧地抱在一起将装有绝密资料的公文包夹在俩人中间数据资料完好无损天后我国第一颗热核导弹成功试爆
12,49,565.8,嗨小伙伴们来看看新华社评出的年国内十大新闻哪件是你最关心的
12,50,1796.1,难道只有我觉得曾经的流行款现在看来也很好看嘛你最喜欢哪件截图来分享吧
12,51,818.7,陪伴是给孩子最好的爱今日大雪注意保暖
12,52,693.1,生命的接力满满的正能量
12,53,1883.3,致敬航天事业探索宇宙奥秘作为太空计划志愿者他们通过亲身体验航天训练推广航天事业助力传递新时代英雄观幸福是奋斗出来的向每一位航天英雄致敬
12,54,280.5,改革开放年一起来看这个国定贫困县的巨变故事团团要带你玩穿越啦这次直播我们拿到了一组非常非常珍贵的老照片这些照片很多拍摄于改革开放前夕四十年前的幼儿园主干路学校都是什么样速戳链接我们一起来看
12,55,527.9,南京大学通报教授梁莹处理结果取消梁莹研究生导师资格经调查并经我校学术委员会教师职业道德与纪律委员会研究认定梁莹存在学术道德等师德问题且情节严重根据相关规定给予梁莹党内严重警告处分行政记过处分取消梁莹研究生导师资格将其调离教学科研岗位终止长江学者奖励计划青
12,56,544.7,秒年用什么方法告诉奶奶媳妇生了从一毛多一个字的电报到转盘拨号的座机再到大哥大机手机通话手机视频通话这年我们都用什么通讯工具传递喜讯呢杜晓宇宙
12,57,668.9,小伙伴们来跟团团说说生活中有什么简单方便又效果绝佳的小妙招或者小物件吗团团想学学
12,58,361.3,中央机关公开遴选选调名公务员今起开始报名今日起年度中央机关公开遴选和公开选调公务员正式开始报名此次中央机关计划公开遴选和公开选调名公务员中央机关遴选选调要招哪些人又都会考些什么团团给你备好详细信息啦戳一起看看吧
12,59,1400.1,抗日神剧乱象当休矣手撕鬼子包子手雷近年来抗日神剧的脑洞不断刷新我们的认知下限这种无限夸大我军战力极度弱化日军战力的做法让人无法体会到先烈们牺牲的伟大也无法起到教育作用造成了极其恶劣的影响这些乱象因何出现又该如何解决请看
12,60,650.9,捡到钱包主动上交小学生说这是应该做的近日重庆两名小学生王勋焦诗杰放学后拾得一装有大量现金的黑色手提包在原地等候无果后他们将手提包上交面对夸奖他们说爸爸妈妈老师经常教导我们做人要讲诚信不是自己的东西不能拿这是一名学生应该做的不需要感谢
12,61,1011.1,暖心好班长买条秋裤送全班同学御寒全国迎来超凶降温多地气温降到零度以下月日龙子湖校区级英语专业班长刘丽从兼职挣的钱和奖学金里拿出千多元在淘宝上买了条秋裤送给全班同学御寒别人家的班长真的很暖了
12,62,445.8,新个人所得税法元旦起实施手把手教你填专项扣除信息表转存年月日起新的个人所得税法将正式实施纳税人在每月元起征点基础上还可享受子女教育继续教育住房租金等项专项附加扣除政策如何进行申报专扣信息表咋填戳视频有用
12,63,767.4,名优秀学生喜提青菜学校寓意青青茁壮近日杭州惠兴中学给优秀学生颁发了一件特别的奖品两颗小青菜这些青菜是惠兴中学本土出产在朗朗读书声中成长全校只有个获得惠贤荣誉的学生才能喜提青菜一名老师说只要某方面有突出表现都可以参与评选
12,64,2286.6,有梦想谁都了不起
12,65,1320.9,修养就是压力再大也能好好说话有时我们遇到的最大敌人不是能力而是失控的情绪谁都有压力大的时候但在压力之下仍能保持礼貌和理性不乱发火不乱迁怒是悦人悦己的美好修养遇事不埋怨不在背后论人长短个细节助你成为更受欢迎的人早安人民日报
12,66,1820.1,祝贺王简嘉禾获女子米自由泳冠军日在浙江杭州举行的国际泳联短池游泳世界锦标赛女子米自由泳决赛中中国选手王简嘉禾以分秒的成绩夺冠为她点赞
12,67,1000.2,朱婷世俱杯卫冕成就三冠王获最佳主攻昨晚年女排世俱杯赛在浙江绍兴落下帷幕朱婷领衔的瓦基弗银行直落三局和横扫巴西米纳斯队史上第三次夺下世俱杯冠军朱婷在巅峰对决中凭借犀利进攻独揽分荣膺最佳主攻最有价值球员祝贺
12,68,901.6999999999999,我国科学家首次在三维空间发现量子霍尔效应昨天英国自然杂志将刊登修发贤课题组最新研究成果砷化镉中基于外尔轨道的量子霍尔效应这是我国科学家首次在三维空间中发现量子霍尔效应这一发现为未来三维空间量子化传输提供了新的思路和实验基础
12,69,740.5,医生千里外精准指挥手术距离将不再是医疗面临的问题近日国家儿童医学中心上海贾兵教授远程指导新疆乌鲁木齐的医生完成了小儿先天性心脏病微创手术这是国内首次儿科远程精准指导微创手术患儿的母亲说感觉从黑暗里看到了光明
12,70,191.60000000000002,恭喜等名用户获得团团笔记本微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接
12,71,1750.1000000000001,传递正能量关爱留守儿童我们可以做得更多
12,72,797.3000000000001,还不快上传照片看看你最适合哪种风格
12,73,1741.2,袁隆平海水稻将在中国发展到亿亩日袁隆平出席第三届国际海水稻论坛时表示通过到年的努力全国发展到亿亩耐盐碱的品种一年可增产亿公斤粮食可多养活万人口他说自己还有两个梦一个是禾下乘凉梦一个是杂交水稻覆盖全球梦致敬
12,74,1371.8,重拳打击网络水军大力整治网络秩序北京浙江开封等地警方大力推进整治网络秩序净网专项行动经过周密部署深入经营一举打掉多个网络水军作案团伙涉案金额高达上千万网络绝非法外之地依法治理网络空间是促进互联网空间健康有序发展的必然之举详见
12,75,933.6,为啥中国乒乓球这么强外媒专门拍视频分析说起体育项目国人最自豪的就是乒乓球自年乒乓球在奥运会上首次亮相中国队就包揽了全部枚金牌中的枚为啥中国乒乓球优势这么明显外媒发布了一则视频专门分析了国乒长盛不衰的原因快来看看有没有你爱豆
12,76,492.8,一图带你了解我国的艾滋病防治工作截至年年底我国估计存活艾滋病感染者约万截至年月底全国报告存活感染者万例死亡万例估计新发感染者每年万例左右这些情况你都了解吗点击下图一起了解我国的艾滋病防治工作
12,77,55179.899999999994,一起聆听青春的回答从年前的高考到小平您好从港澳回归到加入世贸组织从成功举办北京奥运会到九三阅兵岁月将一段段轰轰烈烈的往事定格成一幕幕全民的集体记忆带你亲历这些历史瞬间追梦的脚步永不停下
12,78,811.3,好好管理自己别等到生活来修理你成天熬夜生病了才知道健康可贵总是月光急用钱才发现自己没有储蓄平时过一日算一日等到被更年轻的人替代才意识到自己缺少竞争力人生从来就是不进则退与其等到来不及的时候懊悔不如现在就开始努力个自我管理方法早安加油
12,79,1135.7,感谢你们击碎了绝境
12,80,2222.6,永忆金陵殇今天是南京大屠杀死难者缅怀
12,81,1394.0,今天是年的最后一天这一年无论是潇洒还是失意都会马上过去辞旧迎新我们要把目光投向未来为自己新的一年加油
12,82,822.2,今天等各大官纷纷忆当年回顾中国制造发展史我们冲破阻碍走过艰难岁月现在终于能自豪地让世界都知道中国制造
12,83,14346.500000000002,锦鲤来了团团送你双十二农货大礼包微博联合多个国家贫困县和百位新农人发起寻找农货锦鲤活动在这里不仅能找到更有由提供能堆满半个房间的年货大礼包等着你关注并转发此条微博将有机会成为本年度最大农货锦鲤同时抽取位
12,84,1007.7,真面目曝光你的女网友大多长这样近日浙江台州临海警方在河北沧州摧毁一个网络交友诈骗犯罪团伙捣毁诈骗窝点个共抓获团伙成员名女性嫌疑人除自己行骗外还帮助同窝点男性嫌疑人接听电话视频聊天以便男性犯罪嫌疑人冒充女性行骗而女性共人占
12,85,1066.6,中国首款国产量子计算机控制系统诞生这款完全自主知识产权的量子计算机控制系统将主要应用于量子芯片的测试研究与原理搭建它提供了量子芯片的运行环境与接口及信号生成采集控制与处理将广泛应用于精密测量基础科研雷达探测等领域
12,86,487.40000000000003,考研的同学们中午好好休息接下来继续加油加油加油
12,87,1418.5,对视一瞬间眼眶就湿了有时间多回家看看吧突然回老家爸妈看见自己的那一瞬间笑容里满满的爱意
12,88,1369.6000000000001,你认识这些生僻字吗高考要考的哟作者
12,89,821.9,年终冠军国羽小将石宇奇力克世界第一桃田贤斗日在广州进行的世界羽联年终总决赛男单决赛中国羽小将石宇奇以总比分力克世界第一桃田贤斗为国羽男单摘得本年度分量最重的冠军头衔这也是石宇奇个人职业生涯首次摘得年终总决赛男单桂冠
12,90,1666.1000000000001,寒冬中他们坚守边境风雪中他们百炼成钢寒潮来袭黑龙江黑河的气温降到零下多度在这里北部战区陆军某边防旅官兵们冒着严寒巡逻训练官兵们的帽子面罩甚至睫毛上都蒙上了一层厚厚的冰霜岁月静好在这个寒冷的冬天向最可爱的人致敬
12,91,385.7,你冷吗今冬首个暴雪黄色预警来了今天时中央气象台发布暴雪黄色预警预计今天时至明天时贵州中南部湖南中北部江西西北部等地有大雪局地暴雪贵州南部湖南南部广西北部等地的部分地区有冻雨你穿了几条裤子资料图自视觉中国
12,92,3043.0,今天向一位真正的国家脊梁致敬他常年穿一身绿色作训服一双解放鞋他是国防科大校园里一个不起眼的小老头从教多年他领衔造出中国第一个环形激光器填补了我国激光领域项空白不掌握这项高精尖武器就没有精确制导武器去年今日中国工程院院士高伯龙逝世享年岁致敬
12,93,1504.4,一个校长和个孩子的故事这个叫快乐小学堂的快手播主是个山区小学的校长学校里只有二十五个孩子都是留守儿童校长经常给孩子做好吃的带他们玩然后把这些日常生活拍了下来朴实的行为简单的快乐感动了很多人
12,94,1172.1,看大国工匠的毫厘之功主战坦克这些大块头军事装备要做到精准打击有效摧毁目标就离不开对弹药制作精度近乎完美的控制高级技师张新停就是制作量具给弹药把关的人为练好技术他在气球上给纸打孔气球不破在鸡蛋壳打孔蛋膜无损戳
12,95,299.3,峰会召开团团带你看峰会新闻中心长啥样二十国集团领导人第十三次峰会将于当地时间月日至月日在阿根廷首都布宜诺斯艾利斯举行团团为你揭开峰会国际新闻中心神秘面纱峰会期间这里将为来自全球各地的约名记者提供服务
12,96,1185.6,纪念钱学森诞辰周年他少学有成远赴重洋参物理之奥而立之年成为一流火箭专家新中国百业待兴之时他归心似箭然而美国人说他能抵个师宁可枪毙也不让回国他历尽艰险万里归国开创祖国航天事业终成两弹一星元勋重温钱老语录传承时代精神
12,97,6507.2,永忆金陵殇今天的我们已不必在侵略者的蹂躏下忍受屈辱和苟且我们只需要在自己的岗位上做自己应做的事牢牢铭记一路走来的苦难和艰辛而后坚强地把我们的路长久地走下去这大概就是对逝者最好的告慰了编剧美术今天南京大屠杀死难者国家公祭日缅怀
12,98,2398.2,刘国梁当选新一届中国乒协主席据新华社中国乒乓球协会月日上午在北京天坛饭店举行换届选举原乒协副主席第九届委员会换届筹备工作小组组长刘国梁当选新一届乒协主席
12,99,884.5,雪地航母驶进大学校园操场内一艘百余米长数十米宽的雪地航母亮相吸引了众多市民与学生观看据了解这是机电工程学院工业设计专业的同学们在布满积雪的操场上通过划线清雪等方式用了个小时制成的超级工程转发这艘航母驶向人生巅峰
12,100,537.1,这两种感冒药有心脏毒性不良反应停止生产和使用国家药监局公告特酚伪麻片和特洛伪麻胶囊存在心脏毒性不良反应使用风险大于获益停止在我国的生产销售和使用已上市销售的召回这两种药品适用于感冒引起的头痛发热鼻塞流鼻涕等症状
12,101,514.3,周末的早上听一首好听的歌见山是山出品作词作曲楚然演唱
12,102,635.6,平安看了下当地气温很冷大家都要记得保暖愿大家平安温饱我们一直都在
12,103,8498.5,团团和你一起走过万个团团万条微博亿人次的互动我们一起维护祖国统一一起关注青年安全一起弘扬中国传统文化一起助力脱贫攻坚这就是年温柔又充满力量的团团年愿与你一起遇见未来温暖未来
12,104,1698.3000000000002,怀化冰糖橙味浓香甜皮薄肉嫩和小伙伴一起分享吧关注助力家乡振兴
12,105,654.9000000000001,侵害英雄烈士名誉需要承担法律责任日最高人民法院对外发布第批指导性案例最高法认为狼牙山五壮士名誉侵权案推动了英烈保护法的出台弘扬了社会正气起到了示范指引作用未来对于侵害英雄烈士名誉荣誉等行为英雄烈士的近亲属可以向人民法院提起诉讼
12,106,1881.4,今天伟人诞辰全平台开启直播聊聊中国制造崛起的背后故事
12,107,489.70000000000005,成都大学开了门爬树课每周一上午成都大学校内的树上总会挂着不少学生但这可不是玩耍而是攀树运动课这门选修课共学时且需参加考试才能拿到学分该课程还设置了救援教学内容学生需取得相应救援资格证书才能毕业你怎么看
12,108,346.2,小兔子你好嘛卡脖子你可能不知道想当年别人连卫星都不给我们看我们依然搞出了东方红一号如今的嫦娥四号都快代表人类首次登陆月球背面了怕个啥
12,109,1287.0,父亲带女儿在地铁站写作业工作人员的安排暖暖哒月日晚因家中停电一位父亲带女儿在武汉某地铁站里席地而坐写作业地铁工作人员看到后将他们带到地铁的管理区还端了两杯热茶给他们父亲陪女儿写完作业后对工作人员表示了感谢你在什么地方写过作业
12,110,525.4,一周团团微博热榜出炉你都点赞了嘛关爱留守儿童呼吁网络诚信备战考研和四六级在国家公祭日悼念死难者在璀璨灯光下聆听青春的回答共同感受激荡的青春这是我们团团大集合了哟
12,111,1882.8000000000002,以国之名悼念逝者
12,112,719.4,用法律维护红领巾的尊严红领巾是少先队员的标志它是红旗的一角是用烈士的鲜血染成的
12,113,1098.8999999999999,这个判决结果应周知乘客因抢夺公交方向盘获刑年据月日山东省泰安市东平县人民法院对一起公交车司乘冲突刑事案件作出一审判决因抢夺公交司机方向盘导致车辆脱离正常行驶道路被告人周某某因犯以危险方法危害公共安全罪被判处有期徒刑三年
12,114,315.20000000000005,元旦火车票今天开售送你一份实用购票攻略今天起元旦的火车票正式发售通过网络和电话可以购买到年月日即元旦当天的火车票啦元旦你打算回家吗或者跟小伙伴去哪儿跨年没抢到票如何捡漏自助选座铁路订餐怎么操作实用火车票购票攻略元旦出行用得上
12,115,421.5,恭喜名用户获得全新一代微博官方唯一抽奖工具对本次抽奖进行监督结果公正有效公示链接
12,116,693.3000000000001,自嗨型小胖友是你吗
