2018-12-31,又一位南京大屠杀幸存者马承年逝世南京大屠杀幸存者马承年凌晨时分逝世享年岁年冬日军攻入南京城后只有岁的马承年在中华门附近的家中亲眼目睹爷爷大伯父亲被日本兵抓走后来三人被押到下关江边杀害祖屋也被烧毁转发送别老人,14904,2125,2772,https://m.weibo.cn/status/H9MdGuhLz?mblogid=H9MdGuhLz&luicode=10000011&lfid=1076032803301701
2018-12-31,小伙扶起倒地老人却被讹警方正展开调查月日清晨济南一名骑自行车老人倒地前面骑摩托车小伙停车并扶起来老人小伙称他是主动帮助扶起老人有目击女士作证而老人咬定就是他撞的月日交警对涉事摩托车暂扣对于小伙有没有撞人警方称调查需要时间,9243,8432,3666,https://m.weibo.cn/status/H9LLTt3Uy?mblogid=H9LLTt3Uy&luicode=10000011&lfid=1076032803301701
2018-12-31,河南警车在北京逆行北京交警罚款元扣分日网友称车牌豫警的警车在北京三环辅路逆行还骂拍摄者河南孟州警方当晚通报初步调查警车逆行属实北京交警已对驾驶民警罚款元扣分针对反映民警有辱骂行为纪检部门已介入,25632,11444,9062,https://m.weibo.cn/status/H9LBDwKaL?mblogid=H9LBDwKaL&luicode=10000011&lfid=1076032803301701
2018-12-31,个税专项附加扣除办理方式可由扣缴义务人根据你提供的专项附加扣除信息办理如当月来不及采集信息可在年度内以后月份补采信息后补充扣除也可在次年月日至月日年度汇算清缴时自行向税务机关申报扣除办理退税明年月日起可通过手机电子税务局填报信息,1076,146,1109,https://m.weibo.cn/status/H9Lqlummx?mblogid=H9Lqlummx&luicode=10000011&lfid=1076032803301701
2018-12-31,燃爆中国航天的超级我国年度航天发射创下记录全年共执行次航天发射任务年发射数量首次位居世界第一搭建鹊桥奔向月背北斗组网一年来中国航天人用奋斗创造奇迹期待新突破,7647,1050,3083,https://m.weibo.cn/status/H9Le6ppwq?mblogid=H9Le6ppwq&luicode=10000011&lfid=1076032803301701
2018-12-31,麻辣鸭脖麻辣鲜香回味十足转给吃货,4983,813,2328,https://m.weibo.cn/status/H9L3hDsmJ?mblogid=H9L3hDsmJ&luicode=10000011&lfid=1076032803301701
2018-12-31,年要不要立个新的有必要立下目标收拾行囊再出发没必要顺其自然年年立年年实现不了你是哪一类,11363,2432,3541,https://m.weibo.cn/status/H9KUHbuyo?mblogid=H9KUHbuyo&luicode=10000011&lfid=1076032803301701
2018-12-31,年元旦告台湾同胞书发表周年年月日中共十一届三中全会召开前夕邓小平指示胡乔木负责起草一份有关台湾问题的重要文稿这就是在年月日发表的告台湾同胞书这份文稿究竟是如何起草的这份余字的文告有着怎样的影响戳视频,4939,848,1598,https://m.weibo.cn/status/H9KH3aZWq?mblogid=H9KH3aZWq&luicode=10000011&lfid=1076032803301701
2018-12-31,谢谢你爱我年就要过去或许成功或许失意或有收获或有遗憾但总有些不期而遇的温暖能直击人心这一年谢谢你谢谢你们让我们始终相信这个世界会越来越好,18873,1864,6761,https://m.weibo.cn/status/H9Kv3qdtR?mblogid=H9Kv3qdtR&luicode=10000011&lfid=1076032803301701
2018-12-31,男子超市内怒摔巧克力等分钟都没人称重月日沈阳一名男子在超市将巧克力摔了一地男子称他带孩子在超市买散装巧克力找了个工作人员等了多分钟无人称重实在气不过工作人员称要报警经民警协调超市人员将巧克力收起男子表示要投诉,12229,5719,2278,https://m.weibo.cn/status/H9Kk414gB?mblogid=H9Kk414gB&luicode=10000011&lfid=1076032803301701
2018-12-31,地表最强手绘火车长长长长长图从吞云吐雾的蒸汽机车到驰骋南北的复兴号动车组列车数数看你坐过其中多少种车型,2558,309,805,https://m.weibo.cn/status/H9JSTrsxG?mblogid=H9JSTrsxG&luicode=10000011&lfid=1076032803301701
2018-12-31,迎接收好这份实用家庭清洁小妙招今天是不是该给自己的小窝来一场大扫除家庭清洁最让人头疼的就是厨房和卫生间抽油烟机燃气灶水槽锅底电水壶马桶花洒如何变回最初干净整洁的样子实用清洁妙招戳趁假期赶紧打扫起来吧,5826,451,9131,https://m.weibo.cn/status/H9JHLqzNn?mblogid=H9JHLqzNn&luicode=10000011&lfid=1076032803301701
2018-12-31,可怜天下父母心他们从未忘记爱你她多年来苦学盲谱只为圆盲人儿子的音乐梦他忍受剧痛割皮救女却怕孩子担心谎称自己外出打工她去江边采粽叶迷路小时只因儿女说了句想吃粽子又是一年岁末愿时光慢些走让我们陪爸妈一起变老元旦假期你回家看爸妈了吗,3841,387,1923,https://m.weibo.cn/status/H9JvArQpB?mblogid=H9JvArQpB&luicode=10000011&lfid=1076032803301701
2018-12-31,明天起这些新规将影响你我的生活新个税法全面实施纳税人可享受子女教育等项专项附加扣除电信企业在全国提供手机卡异地销户多种抗癌药和罕见病药原料实行零关税首部电商法实施微商代购被纳入监管范围重庆生活垃圾未分类将被处罚转发周知,2079,369,2917,https://m.weibo.cn/status/H9Jjput05?mblogid=H9Jjput05&luicode=10000011&lfid=1076032803301701
2018-12-31,为自己发条微博过了今天就将结束回首这一年有欢笑也有泪水有收获也有遗憾或许没有容易的人生却有不言放弃的你我感谢自己这一年来的成长也为新的一年定下小目标关注转发这条微博本时光历等你来拿记录点滴进步用奋斗定义早安,25533,5770,35687,https://m.weibo.cn/status/H9J7eu57H?mblogid=H9J7eu57H&luicode=10000011&lfid=1076032803301701
2018-12-30,清华师生快闪合唱在岁末用这种方式向祖国告白常言道诗言情歌咏志从清华到港大从我的祖国到我和我的祖国一首赞歌万丈豪情无论身在何方不管各行各业每个人都能分享时代的荣光浪是海的赤子海是浪的依托莘莘学子泱泱中华让我们伴着歌声出发,17410,1572,6697,https://m.weibo.cn/status/H9Gbk9bYR?mblogid=H9Gbk9bYR&luicode=10000011&lfid=1076032803301701
2018-12-30,明天跨年夜你打算怎么过明天就是了你打算如何度过是陪父母家人看跨年晚会朋友大餐陪伴男女朋友还是自己宅在家甚至加班戳说出你的选择,1405,5417,3378,https://m.weibo.cn/status/H9FTwteXr?mblogid=H9FTwteXr&luicode=10000011&lfid=1076032803301701
2018-12-30,人民微评在互动中抵达真相在你来我往的互动中真相的面孔正从模糊走向清晰有句话说得好正义不仅要实现还要以人们看得见的方式加以实现只要拿出诚意用事实说话不仅可抵达真相更能提高能见度实现让人信服的公平正义,4791,1247,1369,https://m.weibo.cn/status/H9FNFDkmt?mblogid=H9FNFDkmt&luicode=10000011&lfid=1076032803301701
2018-12-30,夜读谢谢你让我变得更喜欢现在的自己回首有哪些人曾经原谅了你的过错给予你温暖和善意还有哪些人让你越挫越勇有人说我们要感谢一路走来的敌人难题痛苦讥讽嘲笑因为是这些障碍成就了我们其实我们最应该感谢的就是那个一路向前不退缩不逃避的自己,4240,479,2657,https://m.weibo.cn/status/H9FCZpY0N?mblogid=H9FCZpY0N&luicode=10000011&lfid=1076032803301701
2018-12-30,它们本不该是这样拒绝野生动物制品支持请转近日青海省森林公安局破获一起特大非法收购运输出售珍贵濒危野生动物及其制品案抓获犯罪嫌疑人名查获野牦牛藏羚羊普氏原羚胡兀鹫等标本制品件熊黄羊岩羊秃鹫雕鸮马鹿等标本制品件,3069,453,1342,https://m.weibo.cn/status/H9FoDEpS0?mblogid=H9FoDEpS0&luicode=10000011&lfid=1076032803301701
2018-12-30,一段交警滑冰视频挺逗但看完有点想哭为了缓解路面结冰状况设置安全指示牌贵州交警连日来奋战在抗凝冻一线行走在冰面上无论滑倒过多少次都要站起来继续守护道路安全谢谢你们转发致敬,45953,4705,7085,https://m.weibo.cn/status/H9Fd6At4G?mblogid=H9Fd6At4G&luicode=10000011&lfid=1076032803301701
2018-12-30,转发提醒请务必从官网及主要手机应用市场下载个人所得税据税务总局个人所得税存在例木马为误传个人所得税上线以来未发现存在木马病毒问题提醒纳税人通过国家税务总局和各省税务局官网及主要手机应用市场下载警惕来历不明的二,1384,247,664,https://m.weibo.cn/status/H9F62leka?mblogid=H9F62leka&luicode=10000011&lfid=1076032803301701
2018-12-30,史上最萌嘞扫雪工具糖霜团子一定很甜,9444,1552,2829,https://m.weibo.cn/status/H9ES9DEHF?mblogid=H9ES9DEHF&luicode=10000011&lfid=1076032803301701
2018-12-30,想看雪景的请举手你那里下雪了吗近日全国多地迎来降雪实力派寒潮继续超长待机冻手冻打算陪我们一起跨年年的最后一场雪你想和谁一起看图视觉中国,4309,969,1020,https://m.weibo.cn/status/H9EIg9LUT?mblogid=H9EIg9LUT&luicode=10000011&lfid=1076032803301701
2018-12-30,对递国旗抄近道等违规事件作出处罚决定对年苏州马拉松递送国旗事件南宁国际马拉松拉拽冲线冠军运动员事件深圳南山半程马拉松比赛抄近道事件中涉及的各赛事组委会作出取消参加年度中国田径协会马拉松赛事等级评定资格的处罚对事件中涉及的运营公司北京上,3854,775,1084,https://m.weibo.cn/status/H9Eei8fNX?mblogid=H9Eei8fNX&luicode=10000011&lfid=1076032803301701
2018-12-30,还网恋吗你的女网友可能是抠脚大汉近日浙江临海警方摧毁一网络交友诈骗犯罪团伙抓获成员名其中女性占女性嫌疑人除自己行骗外还帮同窝点男性嫌疑人接听电话视频聊天以便男性嫌疑人冒充女性行骗该团伙涉嫌诈骗多人涉案金额万左右,3305,2452,1615,https://m.weibo.cn/status/H9E4HyhOp?mblogid=H9E4HyhOp&luicode=10000011&lfid=1076032803301701
2018-12-30,无火锅不冬天自制番茄大骨火锅汤底这么冷的天气不涮火锅真的是太可惜了咕嘟咕嘟的番茄汤先一人来上一大碗然后再涮肉涮菜吃营养美味又鲜亮假期试试,3436,460,2507,https://m.weibo.cn/status/H9DQYzVMk?mblogid=H9DQYzVMk&luicode=10000011&lfid=1076032803301701
2018-12-30,出现这些情况公安机关应维护民警执法权威受到暴力袭击被车辆冲撞碾轧拖拽剐蹭被聚众哄闹围堵拦截冲击阻碍受到扣押撕咬拉扯推搡等侵害本人及其近亲属受到威胁恐吓侮辱诽谤骚扰本人及其近亲属受到诬告陷害打击报复更多,1489,460,589,https://m.weibo.cn/status/H9DFrt5kW?mblogid=H9DFrt5kW&luicode=10000011&lfid=1076032803301701
2018-12-30,将逝愿生者努力不负英魂年至年的年里全国公安民警因公牺牲人因公负伤或致残万人其中年牺牲人平均年龄只有岁几乎时时在流血天天有牺牲但困难危急之时却从不退缩只希望你们在完成任务的同时也能保护好自己致敬,7308,654,1159,https://m.weibo.cn/status/H9DrgoaDu?mblogid=H9DrgoaDu&luicode=10000011&lfid=1076032803301701
2018-12-30,消防员救火后变冰人浑身结冰登车都难日山西太原古交一菜市场彩钢房失火消防员经过一个多小时奋战将火扑灭无人员伤亡当时气温低至消防员浑身结冰任务结束后甚至无法弯腰曲膝上车都困难致敬年度最冷造型下的最暖英雄,176975,14957,28123,https://m.weibo.cn/status/H9DfgkIu8?mblogid=H9DfgkIu8&luicode=10000011&lfid=1076032803301701
2018-12-30,母女驾车遭男子持刀劫持加油员读懂小孩唇语救了她们月日杭州一对母女驾车时被男子持刀劫持为寻找求救机会母亲把车开到加油站加油员发现后排一男子在指挥前排女子却一言不发十多岁的孩子则拼命眨眼还做出救救我的口型工作人员于是立马报警见警车来了歹徒弃车逃跑警方,54578,9161,11630,https://m.weibo.cn/status/H9CZeD871?mblogid=H9CZeD871&luicode=10000011&lfid=1076032803301701
2018-12-30,美月日湘西凤凰古城银装素裹美如童话你想谁一起去看看,5283,1162,1285,https://m.weibo.cn/status/H9CNt3XYD?mblogid=H9CNt3XYD&luicode=10000011&lfid=1076032803301701
2018-12-30,外交部就发表谈话年来中美关系历经风雨砥砺前行年前中美贸易额不足亿美元年双边贸易额已超过亿美元中美关系年取得的进展来之不易其中的历史经验值得汲取双方要坚持理性客观地看待彼此战略意图加强战略沟通增进战略互信防止战略误判更多,1042,225,257,https://m.weibo.cn/status/H9CB1fSwk?mblogid=H9CB1fSwk&luicode=10000011&lfid=1076032803301701
2018-12-30,惨痛一车人都不系安全带翻车瞬间全被甩飞月日吉林长春农安县一辆中型客车行驶时因路面有积雪发生侧滑翻入路旁沟中长春交警通报车上名乘客都没系安全带在翻车瞬间全被甩离座位导致人受伤提醒坐车请一定系安全带,19125,7241,9194,https://m.weibo.cn/status/H9Cpq1apf?mblogid=H9Cpq1apf&luicode=10000011&lfid=1076032803301701
2018-12-30,最高法回应崔永元千亿矿权案卷丢失质疑启动调查欢迎提供情况究竟丢失没丢失是丢了还是被盗走发布情况通报博文两张图片所载内容与目前保存在最高法档案处的有关内容相同已启动调查程序欢迎崔永元教授等知情人提供情况如发现工作人员违反审判纪律将严肃处理,5461,1785,2623,https://m.weibo.cn/status/H9CamfUfI?mblogid=H9CamfUfI&luicode=10000011&lfid=1076032803301701
2018-12-30,血性零下多度西藏武警官兵雪地练兵赤膊上阵日前西藏普降大雪武警西藏总队日喀则支队数百名特战队员在平均海拔米零下多度的雪地展开魔鬼周极限训练擒击拳倒功俯卧撑他们在冰天雪地中挑战极限,36495,7277,6324,https://m.weibo.cn/status/H9BWrplIg?mblogid=H9BWrplIg&luicode=10000011&lfid=1076032803301701
2018-12-30,转存元旦年月日至年月日放假春节月日至日放假清明节月日放假与周末连休劳动节月日放假端午节月日放假与周末连休中秋节月日放假与周末连休国庆节月日至日放假旅行计划安排起来,3747,1010,4565,https://m.weibo.cn/status/H9BJSqAxl?mblogid=H9BJSqAxl&luicode=10000011&lfid=1076032803301701
2018-12-30,蒜蓉蒸生蚝简单易学自己在家做干净又卫生转给爱吃生蚝的小伙伴,7623,927,5879,https://m.weibo.cn/status/H9ByptlFI?mblogid=H9ByptlFI&luicode=10000011&lfid=1076032803301701
2018-12-30,感动清华大学快闪我和我的祖国年年尾清华师生以快闪的方式祝福祖国同唱我和我的祖国一起转发表白祖国,20915,2258,9193,https://m.weibo.cn/status/H9BnCe4aE?mblogid=H9BnCe4aE&luicode=10000011&lfid=1076032803301701
2018-12-30,中通快递员性侵案被告一审被判年个月日浙江温州鹿城区法院一审宣判快递员张某性侵案以强奸罪判处有期徒刑年个月今年月日被告人张某受公司指派前往被害人住处收取快递期间被告人张某欲强行与被害人发生性关系因被害人强烈反抗被告人张某未能得逞,1520,869,224,https://m.weibo.cn/status/H9Bf0xAjH?mblogid=H9Bf0xAjH&luicode=10000011&lfid=1076032803301701
2018-12-30,国防部霸气回应合集你被圈粉了吗针对中外记者提问中国国防部每一句掷地有声的回应都牵动着世界目光你有没有被实力圈粉,10511,1052,2709,https://m.weibo.cn/status/H9B4q1YDJ?mblogid=H9B4q1YDJ&luicode=10000011&lfid=1076032803301701
2018-12-30,男子车站穿以暴制暴衣服引民警关注核查后竟是网逃人员月日民警在石家庄火车站广场巡视看见一男子羽绒服前胸后背位置写着以暴制暴四个大字正在排队等候进站民警盘查核实身份发现该男子因涉嫌寻恤滋事被网上通缉而与之同行的朋友也是同案在逃嫌犯,3059,719,398,https://m.weibo.cn/status/H9AUbgkNR?mblogid=H9AUbgkNR&luicode=10000011&lfid=1076032803301701
2018-12-30,嫦娥四号探测器顺利进入月球背面着陆准备轨道月日时分嫦娥四号探测器在环月轨道成功实施变轨控制顺利进入预定的月球背面着陆准备轨道时分地面监视判断探测器成功实施降轨控制进入近月点高度约公里远月点高度约公里的环月轨道,4341,559,916,https://m.weibo.cn/status/H9AHepHF2?mblogid=H9AHepHF2&luicode=10000011&lfid=1076032803301701
2018-12-30,段子手又说冷空气现在只露眼睛就冻得后悔中央气象台发布寒潮暴雪海上大风黄色预警三预警齐发冷空气的威力还在持续过去出门露腰露腿现在只露眼睛就冻得后悔本来是两汪秋水现在看啥都是凝视有种沉静的美,6002,649,1161,https://m.weibo.cn/status/H9ACYyvrG?mblogid=H9ACYyvrG&luicode=10000011&lfid=1076032803301701
2018-12-30,陈道明当选新一届中国电影家协会主席据新华社中国电影家协会第十次全国代表大会日在京闭幕陈道明当选为新一届中国电影家协会主席大会还选举于冬尹力尹鸿成龙任仲伦苏小卫女吴京满族张宏张涵予黄渤喇培康回族为中国电影家协会副主席,10781,1394,1302,https://m.weibo.cn/status/H9AvdtrQg?mblogid=H9AvdtrQg&luicode=10000011&lfid=1076032803301701
2018-12-30,公安部出台新政策向袭警说不阻挠执法暴力抗法造谣诽谤这些情况近年来时有发生日公安机关维护民警执法权威工作规定发布并于明年月日施行警务辅助人员民警近亲属一并纳入保护范畴规定有哪些详细要求九图了解让执法更有底气支持的转,1760,653,1406,https://m.weibo.cn/status/H9AhgxYsF?mblogid=H9AhgxYsF&luicode=10000011&lfid=1076032803301701
2018-12-30,转发向我们的英雄致敬一路走好改革开放年来中国共有万余名公安民警因公牺牲警察是和平年代流血最多的职业群体他们也有父母妻子孩子但他们以青春许那一身藏蓝以初心守望他人平安今天发条微博向曾替你我负重前行的警察致敬一路走好英雄们,18922,2503,5401,https://m.weibo.cn/status/H9A56e1YZ?mblogid=H9A56e1YZ&luicode=10000011&lfid=1076032803301701
2018-12-30,赶快收藏全年都有用新的一年马上就要来了你的日历更新了吗法定节假日中国传统节日二十四节气国际纪念日节日日历速收提前做计划,7447,1881,13457,https://m.weibo.cn/status/H9zSUAq14?mblogid=H9zSUAq14&luicode=10000011&lfid=1076032803301701
2018-12-30,时光匆匆人生没有折返的路即将过去今年的目标实现了吗给明年立下了什么我们将曾经的美好定格成回忆也要学着和过去的自己告别一直努力的你请相信时光不会被辜负曾荒废时光的你也唯有追赶才能有所改变自律沟通反思个过来人的建议对照成长年轻的你早安,4111,466,4126,https://m.weibo.cn/status/H9zH931oG?mblogid=H9zH931oG&luicode=10000011&lfid=1076032803301701
2018-12-29,国防部新闻发布会官宣获奖粉丝国家级奖项立刻圈粉无数这是严肃的开奖也是可爱的表彰越是一本正经越能反映一丝不苟的作风凸显一诺千金的严谨纵然网名千奇百怪但爱国拥军万众一心每一颗热忱之心都登得上台面受得起认真对待为反差萌点赞也为爱国心自豪,19811,2524,3862,https://m.weibo.cn/status/H9wOPg08V?mblogid=H9wOPg08V&luicode=10000011&lfid=1076032803301701
2018-12-29,扩散就要新年了你愿帮这些被拐孩子转发吗他们都是警方打拐行动中被解救的孩子他们中很多被拐时还是几个月大的婴儿至今不知爸爸妈妈的样子每一个被拐孩子背后都有一个破碎的家庭全国打拐解救儿童寻亲公告平台上的孩子们帮宝贝回家转,30706,7953,111471,https://m.weibo.cn/status/H9wiZkJbm?mblogid=H9wiZkJbm&luicode=10000011&lfid=1076032803301701
2018-12-29,夜读最怕你骗自己其实我很努力虚张声势的努力大多是叫嚣真正努力的人都是不动声色且苍劲有力那种表面的努力会让人膨胀就像提前布好的一个骗局蒙骗了除自己以外的所有人只是结果往往不会帮你打圆场我们都还年轻用心地去努力吧不要骗别人更不要骗自己,4931,432,2804,https://m.weibo.cn/status/H9w9NCmiD?mblogid=H9w9NCmiD&luicode=10000011&lfid=1076032803301701
2018-12-29,银装素裹西藏版冰雪奇缘雅鲁藏布江现雾凇奇观连日来西藏贡嘎县境内雅鲁藏布江流域出现独特的雾凇景观江边上的沙棘林柳树杨树等植物上附着着一层薄薄的银白色远看宛若仙境近看似玉树琼林戳视频感受,3512,443,983,https://m.weibo.cn/status/H9vSiyT3J?mblogid=H9vSiyT3J&luicode=10000011&lfid=1076032803301701
2018-12-29,改革开放再出发十八届三中全会这样改变中国过去这五年中国全面深化改革开放迸发出前所未有的奋进之势和磅礴力量中国解决了许多长期想解决而没有解决的难题办成了许多过去想办而没有办成的大事短短五年时间中国为什么能真正了解中国的观察者可能会从五年前寻找答案,3056,509,1001,https://m.weibo.cn/status/H9vLrjNOu?mblogid=H9vLrjNOu&luicode=10000011&lfid=1076032803301701
2018-12-29,中国造世界最薄手撕钢了解一下把原始钢带放进轧机轧辊像擀面杖一样把钢带从厚擀薄原理看似简单可要造出厚度只有毫米的世界最薄钢山西太钢的科研人员用了整整两年时间进行了次试验如今他们还研发出世界唯一宽幅达毫米的手撕钢一张纸大小的手撕钢市场价达元,16838,4313,6311,https://m.weibo.cn/status/H9vzsusz1?mblogid=H9vzsusz1&luicode=10000011&lfid=1076032803301701
2018-12-29,转发祝贺长征火箭完成今年第次发射成功率月日时分我国在酒泉卫星发射中心用长征二号丁运载火箭及远征三号上面级成功将颗云海二号卫星和搭载发射的鸿雁星座首颗试验星送入预定轨道截至月日长征系列运载火箭全年发射次以的发射成功率将个航天器送入太,4652,597,963,https://m.weibo.cn/status/H9vj4julJ?mblogid=H9vj4julJ&luicode=10000011&lfid=1076032803301701
2018-12-29,科普什么是无痛分娩生孩子一定会疼得要死要活以前的确如此但现在你有更轻松的选择实际上采用向椎管内注药镇痛的无痛分娩技术就可以大大减轻折磨无痛分娩是什么会伤害孕妇或胎儿吗这则视频会告诉你答案转存了解,3915,1463,2597,https://m.weibo.cn/status/H9v3iuPO5?mblogid=H9v3iuPO5&luicode=10000011&lfid=1076032803301701
2018-12-29,微视频丨为了你心目中的乡村你心目中的乡村是什么样是污水横流还是小桥流水是脏乱破败还是白墙黛瓦是浓浓的乡愁还是向往的家园年千村示范万村整治工程在浙江启动绿水青山就是金山银山为了我们心目中的美丽中国努力千千万万遍,21286,3098,6473,https://m.weibo.cn/status/H9uRRktyF?mblogid=H9uRRktyF&luicode=10000011&lfid=1076032803301701
2018-12-29,这么冷来碗暖胃红枣南瓜粥浓浓的奶香和南瓜的清甜带来无尽的温暖巨好做简直就是懒人必备转存试试,2076,285,1450,https://m.weibo.cn/status/H9uAVrY43?mblogid=H9uAVrY43&luicode=10000011&lfid=1076032803301701
2018-12-29,无论你的月收入多少记得分成份生活费占即房租水电通讯柴米油盐等必要开销无论如何要保证这部分不被动用储蓄占没有特殊开销时尽量少动用活动资金占这部分钱可根据自己的生活目标较为自由地使用如用来旅行购物聚会等或投资,2408,906,2576,https://m.weibo.cn/status/H9upcfKFM?mblogid=H9upcfKFM&luicode=10000011&lfid=1076032803301701
2018-12-29,致敬零下几十摄氏度他们在边疆的雪地里摸爬滚打冬季的西藏高寒山区大雪封山含氧量稀少气温零下几十摄氏度寒风刺骨但戍守边疆的官兵们却一如往昔在冰天雪地开展训练他们在雪山之巅背起氧气袋手挽手不间断地巡逻哨点执勤官兵在寒风中执勤观察数小时犹如高原雪松在雪,7147,609,1145,https://m.weibo.cn/status/H9udW1pln?mblogid=H9udW1pln&luicode=10000011&lfid=1076032803301701
2018-12-29,的起飞之路这样走出来年国务院批准正式立项年中国商飞发布机型代号简称年首架机头在中航工业成飞民机下线年大型客机首架机正式总装下线年第一架第二架大型客机在上海首飞成功,1483,167,416,https://m.weibo.cn/status/H9u0sni5W?mblogid=H9u0sni5W&luicode=10000011&lfid=1076032803301701
2018-12-29,年召开时间确定十三届全国人大常委会第七次会议日决定十三届全国人大二次会议将于年月日在京召开十三届全国人大二次会议的建议议程是审议政府工作报告审查年国民经济和社会发展计划执行情况与年国民经济和社会发展计划草案的报告审查年中央和地方预算,1030,105,363,https://m.weibo.cn/status/H9tQOhVGA?mblogid=H9tQOhVGA&luicode=10000011&lfid=1076032803301701
2018-12-29,教育部等九部门发文为中小学生减负通知强调要规范学校办学行为提出了坚持正确办学方向严格依照课标教学均衡编班配备师资严控书面作业总量科学合理布置作业坚决控制考试次数采取等级评价方式限制竞赛评优活动合理使用电子产品建立弹性离校制度培养良好学,1586,1685,1427,https://m.weibo.cn/status/H9tDxiAtp?mblogid=H9tDxiAtp&luicode=10000011&lfid=1076032803301701
2018-12-29,抽个奖而已需要这么正式吗国防部新闻发布会上被发言人念出是什么感受月日下午国防部举行例行记者会国防部新闻局局长国防部新闻发言人吴谦大校公布了上周四国防部官微抽奖活动结果共有位幸运粉丝获奖然后这十个就这么当众被念了出来,91431,28894,48278,https://m.weibo.cn/status/H9tv2c6Ly?mblogid=H9tv2c6Ly&luicode=10000011&lfid=1076032803301701
